temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,1654089e-80ba-43c4-a2cf-da40fba56ae6
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,909a398b-bec1-4739-b8dd-5d5493f668a5
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,c033e5e1-bcc6-4485-bdf4-9c68cd045855
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,7503d4de-5544-4305-ad36-5b57ae991038
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,63939b6e-db4c-4665-9b8e-7f614a73e286
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,4f258a66-24fc-4109-bee9-427ee58ae691
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,408dbcec-f55c-4f22-90ce-dc60d9dee6fa
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,6480803d-8c52-4e07-862c-0d0396d7d023
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,4a91ed16-2214-4686-98fa-86e2eadbcf7b
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,cbd0df10-557f-4db3-8a24-ec2a69e03fd9
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,3db61117-65f2-4755-9745-eb80a002ed85
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,97276103-cd6e-44b5-961f-8893c8648b8e
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,757f0c6c-66bb-42da-a733-8f5a4cf75519
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,a34ad2bf-38a3-43a0-ad19-3f4e48e65a5e
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,dacdb998-b43e-4304-a7b6-396a60ca4fea
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,b98f9fc8-d507-4014-a8fd-dfc3951c8484
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,8ea1c82b-74da-4ace-ae57-55e9e779f0a2
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,3d2b16c6-96b7-4b21-92b3-777dea9d1dd9
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,a7c08c2f-91dc-4c00-952e-67e0926fc774
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,5adfd7e1-174d-45ad-8320-5bc0cdc8e280
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,1f189376-318b-4224-b65f-cfd43e3c1b38
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,0fabea40-39ad-4477-84e1-02f5c8f99226
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,6f02d976-1a62-421b-b923-11cc67b875f1
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,60ea404b-7679-4ac0-8c02-660dfe4514a2
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,79bf4c54-9aa9-45af-a702-b2fae6a708fa
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,4b3a844d-d5da-43df-b94e-d1c2b51fabaf
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,e2f010f3-3def-4eb1-8efc-7ed09507ba3c
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,682e0eaa-ef6c-4898-8dde-0b4cd0de10a4
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,fafaeb48-0abc-48e4-97ab-9798079889d4
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,4c4c6e5a-48a0-4cc5-acb4-52754cc8edcd
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,a1f48c25-0f5f-464e-b1df-c7d7c5aaf5c8
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,66efed1d-2734-4e8a-a469-583272b0c307
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,e2128e16-b6cc-4342-ab32-24d13f0ed79b
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,9c1a1f79-2eee-45ef-8f3b-d208e25962ab
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,246f3d7f-811e-4965-a4cf-8357c0056fce
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,71d2dd8e-f849-4fb9-8cef-85d66ffa7792
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,cbefc9cf-c3c2-463d-b273-d95e50fbc44f
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,9021a2ea-0a29-4fd9-8bc1-e17725d83cad
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,1b89db9a-2730-42f1-b4ca-549ddaab6fd0
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,c5102e0b-7802-4a86-8491-7c78b688052f
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,d664e344-c818-4ad9-bbe1-b1ab96f4af02
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,3a0ff0e0-3dc2-4bea-8247-10a1cbb6a0a1
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,7fcdd21e-f6ae-4c66-b530-ddfaf816d23b
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,6a5f0694-285a-4c50-b1f4-26f60e233994
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,ddd4ce99-a5c6-4c74-927b-0ebe09bb157c
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,0c16e58d-0416-4300-a29c-28892b3144e0
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,1b21c1e8-7ebf-4177-9431-a1a4e2affece
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,796f6236-10f2-4463-b496-b6894a0c8a7c
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,fc014344-536e-432e-9c07-a4206d84e7f1
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,a485cf9e-7133-47a8-a154-d6fde77a5ca4
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,0d368553-615d-4291-9a02-3a668386c0c0
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,545da2a6-bf90-41d7-8ca9-8123c649155f
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,52f5464e-ccbd-4025-9726-2b3c4358473c
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,96d3f985-6e66-4ee7-b556-4be96673ffdf
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,21f9b501-8a04-40d0-a60f-fbd8282c3fcd
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,d80a7aec-1b7f-4e2b-b6eb-d601131f9467
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,993194ba-dbbc-4a77-8b3a-4dff63be36fc
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,07e30baf-38e9-46e8-b511-aff5f281409c
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,8adb3d3e-6865-417c-a1f7-9b4f5ca82da5
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,95b3a384-2a1b-4c4e-a594-d01523667685
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,d48d029b-3c85-460d-8eff-64c707701686
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,f236f5b6-e38e-4ef0-be65-ed3a0618bd1f
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,015bb89c-4a60-487b-9402-393287d12105
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,13d5107a-9323-4716-8dad-381561080710
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,16d37b50-f1ea-49ed-a090-df8963bfbbac
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,69394968-90b3-439e-8466-fe019d929c45
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,932f5b43-86a6-4adb-90ac-3f8e43f16465
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,fce47ff1-6597-4401-9b4c-a31b6c5bf80a
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,9b1f747c-4428-4ed1-ac0d-4bdc3f23c1f5
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,dc78dc7f-d31b-4132-b16d-dfcfc2167724
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,a83299ac-c1b5-48ef-9f3c-50ffd7cfdb48
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,b4828cb0-7d9a-483d-98f9-195a1e0fdc5c
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,448d6a80-7852-4df2-a136-76338715b0ba
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,ed5c2fe5-cd6a-4fa8-b984-50cf238794e2
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,6f378cbf-dc1e-410c-902b-b2a2f3502aa8
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,17e8fac1-f48f-4487-99ab-9513f2b7a783
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,a80a30bf-3a0d-443d-b5f4-c97ec45c6180
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,02b60ec1-eaba-41a5-9dbf-6247e7fe2a53
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,950e0ee0-4315-4de3-9431-5be235ae5e38
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,1a10a94c-5aa6-46ec-8f66-56807465eaa8
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,d018447c-9ec9-4aa4-be08-c034791d3818
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,b1813581-8f6a-4570-be0b-4cf26c8c574b
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,e25f1325-fb52-427d-81c9-61eba99c3c9b
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,76ef6127-acf4-4ce6-8f70-13d3ef456925
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,32063968-021a-4943-8744-fc58b879dc29
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,a7aa8a66-0d1b-4f30-bdfd-4c4acd993416
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,77b3c74e-821a-4c3d-bd4f-bf7ea080d97f
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,d86ccb62-0e2e-429e-83e6-7177cb090f67
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,36c950ba-a2ab-4e58-994a-6b1e26fd93c4
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,c15e969a-6c1d-4228-8dc2-26c500bba25f
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,dece2ec6-2853-4a96-81f6-f2b243e8dc44
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,de43b949-1dac-4fb7-a7b2-14e24f5a8b8d
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,57d84b1c-98e1-4f33-9d58-e6a84433d6b3
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,c9ae43cf-bbc0-4a51-b47a-e68b4a40a545
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,36c6c5f5-80df-4743-9269-a63c9e6b6741
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,02d676e9-cff3-45ce-bab7-171e1d1f82e6
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,6ce5d568-a7f8-4ec5-b068-67c1d1ebb968
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,c5e75a2a-04a5-4147-a4a5-b2353ec06a9e
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,41ac67a9-4b5e-448f-8f09-bec1db06d68d
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,745be82e-2ded-47d5-b63a-053a026f8dc4
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,af85b8b8-8ca8-4ed3-9612-2da789e8e75e
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,c24e24c7-081a-4864-81aa-641019ae7a36
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,0d71ef5f-3f02-4c0f-aa19-10b248e0ce63
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,785cd734-09e6-4e27-a5fd-5bf8456b4d29
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,b3f6bd08-67fa-4912-936b-c035345b4ab3
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,12bd8bec-bf26-47f0-ad14-4287201f6694
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,7c20a7bc-3acc-4081-90a2-566eb333cde5
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,8b2a88eb-6fee-4bfb-bcd7-107d1250fc47
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,dc9da7da-9b94-410b-a682-3469bd238036
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,d6834341-34d1-461b-a8ba-7f3283a3c710
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,ae79915c-20e9-4674-b9f5-c5cfd4f6010b
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,ae68a54a-2b8c-48d7-9b7f-761dc18a9dfe
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,d401b06f-de4d-41fe-b21d-7b1762b9c7bd
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,357d095e-93b2-46a4-a3b6-84ab1cbf72fc
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,370f106b-923a-4699-8d04-63913d8e57e2
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,bb65d62e-3b1f-4b14-ae27-093473887bc6
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,939047c6-ee82-473f-9199-9e82b69551d0
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,95e7ae65-d76d-4b82-8985-2958a0e08e15
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,9963541d-eb51-4018-ab18-ec4c5ec2aebc
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,d00f7dee-57bc-4ee3-8283-00ec5f276a37
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,bb078645-901e-4db6-b37f-51eac05c4009
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,98307a36-e03b-41b7-a549-e70a907db786
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,41709d83-678d-4bff-9e56-6b0755e9d11a
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,ddd32c1f-343a-4e29-839f-81579bb47476
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,cce940c4-1d07-4c0a-95d8-88353e1da6f6
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,2597d6c8-8b0a-47c4-92fd-42b74b943c5e
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,a91160de-920a-4229-8df3-a47af9b98552
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,e3b801bf-1d4d-4d2a-bd69-ae6fc0557f5f
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,a73bce9e-ad14-4efc-ac14-ab023c37f93b
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,311105da-0555-4f44-a30b-d9fed2c2b99d
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,0d7a56a1-7478-465d-b694-432bf2e15ff9
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,4d5adaa7-139a-48a8-8bf7-2f8f9a8d1eab
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,27f2f71f-0b2b-477f-8fbb-61a474e6ca7b
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,cdaad0fa-2305-4c3e-a371-933551334f61
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,e06be87d-bd01-465a-8512-0ae9cdd44052
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,5853d04a-9db7-4e72-8698-39ca7e038376
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,202e73d3-6ef6-4f6d-a887-5257a88b116a
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,ac4a0a25-acee-4d46-be68-27b7ef891b3d
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,efb09e57-835e-44e0-9183-9906fdc2a4b0
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,db10ee28-bafe-4ff8-bd03-b5f7146e5190
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,3daa9094-76af-492a-926d-d191449168fa
temperature,ABC123,1.256,1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,acfdb43e-2ec5-423e-af2c-08672ef0f5e6
temperature,ABC123,-1.2,-1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,fddc984e-6e8f-4100-86b3-c9caf585f12f
temperature,ABC123,-1.2,-1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,bec45684-0185-45f7-8588-1c750afe261e
temperature,ABC123,-1.256,-1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,226a3a2e-d8c7-4854-889d-cb4fcd393ba8
temperature,ABC123,-1.256,-1.1222,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,d108332b-396f-4ab5-8eb7-cf6c3b518d34
temperature,ABC123,1.2,1.2,Farenheit,dog,GradeTypes.INVALID,2023-10-01 04:00 PM,f6122c97-3563-4a6e-85d1-ee614b83c39d
temperature,ABC123,1.2,1.2,dog,Celsius,GradeTypes.INVALID,2023-10-01 04:00 PM,271f9522-190e-4c99-a60e-28bb764c9a86
temperature,ABC123,1,0,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,c5249fba-5614-4e81-a2b5-c41a026a879b
temperature,ABC123,1.2,1.2,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,bbcc0501-afba-4d48-8f3d-868f2cd85a16
temperature,ABC123,1.2,1.1,Farenheit,Celsius,GradeTypes.INCORRECT,2023-10-01 04:00 PM,82538636-bbf6-4344-96fe-e8a61d867add
temperature,ABC123,1.256,1.278,Farenheit,Celsius,GradeTypes.CORRECT,2023-10-01 04:00 PM,890a858d-84a0-4c1c-af40-c83bf323cc36
